type,start_msc,end_msc,identity
MAINTENANCE_FORCE_FLAT,1698537840000,1698538740000,SUNDAY_SERVER_CLOSE_20231029_0009_0019
MAINTENANCE_RECOVERY,1698537900000,1698538800000,DAILY_SERVER_CLOSE_20231029_0000_0005
MAINTENANCE_RECOVERY,1698538740000,1698539640000,SUNDAY_SERVER_CLOSE_20231029_0009_0019
MAINTENANCE_ENTRY_BLOCK,1698622200000,1698623700000,DAILY_SERVER_CLOSE_20231030_0000_0005
MAINTENANCE_FORCE_FLAT,1698623700000,1698624300000,DAILY_SERVER_CLOSE_20231030_0000_0005
MAINTENANCE_RECOVERY,1698624300000,1698625200000,DAILY_SERVER_CLOSE_20231030_0000_0005
MAINTENANCE_ENTRY_BLOCK,1698708600000,1698710100000,DAILY_SERVER_CLOSE_20231031_0000_0005
MAINTENANCE_FORCE_FLAT,1698710100000,1698710700000,DAILY_SERVER_CLOSE_20231031_0000_0005
MAINTENANCE_RECOVERY,1698710700000,1698711600000,DAILY_SERVER_CLOSE_20231031_0000_0005
KINGEA_ENTRY_BLACKOUT,1698768900000,1698771600000,840510001:186715
BROKER_HMR_SCHEDULED,1698769800000,1698771000000,840510001:186715
KINGEA_ENTRY_BLACKOUT,1698769800000,1698772500000,840180002:178036
BROKER_HMR_SCHEDULED,1698770700000,1698771900000,840180002:178036
MAINTENANCE_ENTRY_BLOCK,1698795000000,1698796500000,DAILY_SERVER_CLOSE_20231101_0000_0005
MAINTENANCE_FORCE_FLAT,1698796500000,1698797100000,DAILY_SERVER_CLOSE_20231101_0000_0005
MAINTENANCE_RECOVERY,1698797100000,1698798000000,DAILY_SERVER_CLOSE_20231101_0000_0005
KINGEA_ENTRY_BLACKOUT,1698849900000,1698852600000,840190001:179647
BROKER_HMR_SCHEDULED,1698850800000,1698852000000,840190001:179647
KINGEA_ENTRY_BLACKOUT,1698855300000,1698858000000,840500001:187934
BROKER_HMR_SCHEDULED,1698856200000,1698857400000,840500001:187934
KINGEA_ENTRY_BLACKOUT,1698856200000,1698858900000,840030021:174405
KINGEA_ENTRY_BLACKOUT,1698856200000,1698858900000,840040001:163075
KINGEA_ENTRY_BLACKOUT,1698856200000,1698858900000,840040002:163087
BROKER_HMR_SCHEDULED,1698857100000,1698858300000,840030021:174405
BROKER_HMR_SCHEDULED,1698857100000,1698858300000,840040001:163075
BROKER_HMR_SCHEDULED,1698857100000,1698858300000,840040002:163087
KINGEA_ENTRY_BLACKOUT,1698858000000,1698860700000,840200001:186545
BROKER_HMR_SCHEDULED,1698858900000,1698860100000,840200001:186545
KINGEA_ENTRY_BLACKOUT,1698870600000,1698873300000,840050014:168636
BROKER_HMR_SCHEDULED,1698871500000,1698872700000,840050014:168636
KINGEA_ENTRY_BLACKOUT,1698872400000,1698875100000,840050018:168644
BROKER_HMR_SCHEDULED,1698873300000,1698874500000,840050018:168644
MAINTENANCE_ENTRY_BLOCK,1698881400000,1698882900000,DAILY_SERVER_CLOSE_20231102_0000_0005
MAINTENANCE_FORCE_FLAT,1698882900000,1698883500000,DAILY_SERVER_CLOSE_20231102_0000_0005
MAINTENANCE_RECOVERY,1698883500000,1698884400000,DAILY_SERVER_CLOSE_20231102_0000_0005
KINGEA_ENTRY_BLACKOUT,1698937200000,1698939900000,840140001:187876
BROKER_HMR_SCHEDULED,1698938100000,1698939300000,840140001:187876
MAINTENANCE_ENTRY_BLOCK,1698967800000,1698969300000,DAILY_SERVER_CLOSE_20231103_0000_0005
MAINTENANCE_FORCE_FLAT,1698969300000,1698969900000,DAILY_SERVER_CLOSE_20231103_0000_0005
MAINTENANCE_RECOVERY,1698969900000,1698970800000,DAILY_SERVER_CLOSE_20231103_0000_0005
KINGEA_ENTRY_BLACKOUT,1699023600000,1699026300000,840030015:172086
KINGEA_ENTRY_BLACKOUT,1699023600000,1699026300000,840030016:172098
KINGEA_ENTRY_BLACKOUT,1699023600000,1699026300000,840030018:172122
BROKER_HMR_SCHEDULED,1699024500000,1699025700000,840030015:172086
BROKER_HMR_SCHEDULED,1699024500000,1699025700000,840030016:172098
BROKER_HMR_SCHEDULED,1699024500000,1699025700000,840030018:172122
KINGEA_ENTRY_BLACKOUT,1699028100000,1699030800000,840500002:187992
BROKER_HMR_SCHEDULED,1699029000000,1699030200000,840500002:187992
KINGEA_ENTRY_BLACKOUT,1699029000000,1699031700000,840040003:163100
KINGEA_ENTRY_BLACKOUT,1699029000000,1699031700000,840040008:163163
BROKER_HMR_SCHEDULED,1699029900000,1699031100000,840040003:163100
BROKER_HMR_SCHEDULED,1699029900000,1699031100000,840040008:163163
MAINTENANCE_ENTRY_BLOCK,1699054200000,1699055700000,DAILY_SERVER_CLOSE_20231104_0000_0005
MAINTENANCE_FORCE_FLAT,1699055700000,1699056300000,DAILY_SERVER_CLOSE_20231104_0000_0005
MAINTENANCE_RECOVERY,1699056300000,1699057200000,DAILY_SERVER_CLOSE_20231104_0000_0005
MAINTENANCE_ENTRY_BLOCK,1699140600000,1699142100000,DAILY_SERVER_CLOSE_20231105_0000_0005
MAINTENANCE_ENTRY_BLOCK,1699141140000,1699142640000,SUNDAY_SERVER_CLOSE_20231105_0009_0019
MAINTENANCE_FORCE_FLAT,1699142100000,1699142700000,DAILY_SERVER_CLOSE_20231105_0000_0005
MAINTENANCE_FORCE_FLAT,1699142640000,1699143540000,SUNDAY_SERVER_CLOSE_20231105_0009_0019
MAINTENANCE_RECOVERY,1699142700000,1699143600000,DAILY_SERVER_CLOSE_20231105_0000_0005
MAINTENANCE_RECOVERY,1699143540000,1699144440000,SUNDAY_SERVER_CLOSE_20231105_0009_0019
MAINTENANCE_ENTRY_BLOCK,1699227000000,1699228500000,DAILY_SERVER_CLOSE_20231106_0000_0005
MAINTENANCE_FORCE_FLAT,1699228500000,1699229100000,DAILY_SERVER_CLOSE_20231106_0000_0005
MAINTENANCE_RECOVERY,1699229100000,1699230000000,DAILY_SERVER_CLOSE_20231106_0000_0005
MAINTENANCE_ENTRY_BLOCK,1699313400000,1699314900000,DAILY_SERVER_CLOSE_20231107_0000_0005
MAINTENANCE_FORCE_FLAT,1699314900000,1699315500000,DAILY_SERVER_CLOSE_20231107_0000_0005
MAINTENANCE_RECOVERY,1699315500000,1699316400000,DAILY_SERVER_CLOSE_20231107_0000_0005
MAINTENANCE_ENTRY_BLOCK,1699399800000,1699401300000,DAILY_SERVER_CLOSE_20231108_0000_0005
MAINTENANCE_FORCE_FLAT,1699401300000,1699401900000,DAILY_SERVER_CLOSE_20231108_0000_0005
MAINTENANCE_RECOVERY,1699401900000,1699402800000,DAILY_SERVER_CLOSE_20231108_0000_0005
KINGEA_ENTRY_BLACKOUT,1699461900000,1699464600000,840050022:189000
BROKER_HMR_SCHEDULED,1699462800000,1699464000000,840050022:189000
KINGEA_ENTRY_BLACKOUT,1699466400000,1699469100000,840200001:186909
BROKER_HMR_SCHEDULED,1699467300000,1699468500000,840200001:186909
KINGEA_ENTRY_BLACKOUT,1699475400000,1699478100000,840220014:185911
BROKER_HMR_SCHEDULED,1699476300000,1699477500000,840220014:185911
MAINTENANCE_ENTRY_BLOCK,1699486200000,1699487700000,DAILY_SERVER_CLOSE_20231109_0000_0005
MAINTENANCE_FORCE_FLAT,1699487700000,1699488300000,DAILY_SERVER_CLOSE_20231109_0000_0005
MAINTENANCE_RECOVERY,1699488300000,1699489200000,DAILY_SERVER_CLOSE_20231109_0000_0005
KINGEA_ENTRY_BLACKOUT,1699545600000,1699548300000,840140001:187877
BROKER_HMR_SCHEDULED,1699546500000,1699547700000,840140001:187877
KINGEA_ENTRY_BLACKOUT,1699561800000,1699564500000,840220015:185914
BROKER_HMR_SCHEDULED,1699562700000,1699563900000,840220015:185914
KINGEA_ENTRY_BLACKOUT,1699565400000,1699568100000,840050022:189001
BROKER_HMR_SCHEDULED,1699566300000,1699567500000,840050022:189001
MAINTENANCE_ENTRY_BLOCK,1699572600000,1699574100000,DAILY_SERVER_CLOSE_20231110_0000_0005
MAINTENANCE_FORCE_FLAT,1699574100000,1699574700000,DAILY_SERVER_CLOSE_20231110_0000_0005
MAINTENANCE_RECOVERY,1699574700000,1699575600000,DAILY_SERVER_CLOSE_20231110_0000_0005
MAINTENANCE_ENTRY_BLOCK,1699659000000,1699660500000,DAILY_SERVER_CLOSE_20231111_0000_0005
MAINTENANCE_FORCE_FLAT,1699660500000,1699661100000,DAILY_SERVER_CLOSE_20231111_0000_0005
MAINTENANCE_RECOVERY,1699661100000,1699662000000,DAILY_SERVER_CLOSE_20231111_0000_0005
MAINTENANCE_ENTRY_BLOCK,1699745400000,1699746900000,DAILY_SERVER_CLOSE_20231112_0000_0005
MAINTENANCE_ENTRY_BLOCK,1699745940000,1699747440000,SUNDAY_SERVER_CLOSE_20231112_0009_0019
MAINTENANCE_FORCE_FLAT,1699746900000,1699747500000,DAILY_SERVER_CLOSE_20231112_0000_0005
MAINTENANCE_FORCE_FLAT,1699747440000,1699748340000,SUNDAY_SERVER_CLOSE_20231112_0009_0019
MAINTENANCE_RECOVERY,1699747500000,1699748400000,DAILY_SERVER_CLOSE_20231112_0000_0005
MAINTENANCE_RECOVERY,1699748340000,1699749240000,SUNDAY_SERVER_CLOSE_20231112_0009_0019
MAINTENANCE_ENTRY_BLOCK,1699831800000,1699833300000,DAILY_SERVER_CLOSE_20231113_0000_0005
MAINTENANCE_FORCE_FLAT,1699833300000,1699833900000,DAILY_SERVER_CLOSE_20231113_0000_0005
MAINTENANCE_RECOVERY,1699833900000,1699834800000,DAILY_SERVER_CLOSE_20231113_0000_0005
MAINTENANCE_ENTRY_BLOCK,1699918200000,1699919700000,DAILY_SERVER_CLOSE_20231114_0000_0005
MAINTENANCE_FORCE_FLAT,1699919700000,1699920300000,DAILY_SERVER_CLOSE_20231114_0000_0005
MAINTENANCE_RECOVERY,1699920300000,1699921200000,DAILY_SERVER_CLOSE_20231114_0000_0005
KINGEA_ENTRY_BLACKOUT,1699977600000,1699980300000,840030005:171966
KINGEA_ENTRY_BLACKOUT,1699977600000,1699980300000,840030006:171978
KINGEA_ENTRY_BLACKOUT,1699977600000,1699980300000,840030007:171990
KINGEA_ENTRY_BLACKOUT,1699977600000,1699980300000,840030034:172270
KINGEA_ENTRY_BLACKOUT,1699977600000,1699980300000,840030035:172282
BROKER_HMR_SCHEDULED,1699978500000,1699979700000,840030005:171966
BROKER_HMR_SCHEDULED,1699978500000,1699979700000,840030006:171978
BROKER_HMR_SCHEDULED,1699978500000,1699979700000,840030007:171990
BROKER_HMR_SCHEDULED,1699978500000,1699979700000,840030034:172270
BROKER_HMR_SCHEDULED,1699978500000,1699979700000,840030035:172282
MAINTENANCE_ENTRY_BLOCK,1700004600000,1700006100000,DAILY_SERVER_CLOSE_20231115_0000_0005
MAINTENANCE_FORCE_FLAT,1700006100000,1700006700000,DAILY_SERVER_CLOSE_20231115_0000_0005
MAINTENANCE_RECOVERY,1700006700000,1700007600000,DAILY_SERVER_CLOSE_20231115_0000_0005
KINGEA_ENTRY_BLACKOUT,1700064000000,1700066700000,840020010:172600
KINGEA_ENTRY_BLACKOUT,1700064000000,1700066700000,840020011:172612
KINGEA_ENTRY_BLACKOUT,1700064000000,1700066700000,840030001:171918
BROKER_HMR_SCHEDULED,1700064900000,1700066100000,840020010:172600
BROKER_HMR_SCHEDULED,1700064900000,1700066100000,840020011:172612
BROKER_HMR_SCHEDULED,1700064900000,1700066100000,840030001:171918
KINGEA_ENTRY_BLACKOUT,1700071200000,1700073900000,840200001:187093
BROKER_HMR_SCHEDULED,1700072100000,1700073300000,840200001:187093
MAINTENANCE_ENTRY_BLOCK,1700091000000,1700092500000,DAILY_SERVER_CLOSE_20231116_0000_0005
MAINTENANCE_FORCE_FLAT,1700092500000,1700093100000,DAILY_SERVER_CLOSE_20231116_0000_0005
MAINTENANCE_RECOVERY,1700093100000,1700094000000,DAILY_SERVER_CLOSE_20231116_0000_0005
KINGEA_ENTRY_BLACKOUT,1700150400000,1700153100000,840070001:174553
KINGEA_ENTRY_BLACKOUT,1700150400000,1700153100000,840140001:187878
BROKER_HMR_SCHEDULED,1700151300000,1700152500000,840070001:174553
BROKER_HMR_SCHEDULED,1700151300000,1700152500000,840140001:187878
MAINTENANCE_ENTRY_BLOCK,1700177400000,1700178900000,DAILY_SERVER_CLOSE_20231117_0000_0005
MAINTENANCE_FORCE_FLAT,1700178900000,1700179500000,DAILY_SERVER_CLOSE_20231117_0000_0005
MAINTENANCE_RECOVERY,1700179500000,1700180400000,DAILY_SERVER_CLOSE_20231117_0000_0005
MAINTENANCE_ENTRY_BLOCK,1700263800000,1700265300000,DAILY_SERVER_CLOSE_20231118_0000_0005
MAINTENANCE_FORCE_FLAT,1700265300000,1700265900000,DAILY_SERVER_CLOSE_20231118_0000_0005
MAINTENANCE_RECOVERY,1700265900000,1700266800000,DAILY_SERVER_CLOSE_20231118_0000_0005
MAINTENANCE_ENTRY_BLOCK,1700350200000,1700351700000,DAILY_SERVER_CLOSE_20231119_0000_0005
MAINTENANCE_ENTRY_BLOCK,1700350740000,1700352240000,SUNDAY_SERVER_CLOSE_20231119_0009_0019
MAINTENANCE_FORCE_FLAT,1700351700000,1700352300000,DAILY_SERVER_CLOSE_20231119_0000_0005
MAINTENANCE_FORCE_FLAT,1700352240000,1700353140000,SUNDAY_SERVER_CLOSE_20231119_0009_0019
MAINTENANCE_RECOVERY,1700352300000,1700353200000,DAILY_SERVER_CLOSE_20231119_0000_0005
MAINTENANCE_RECOVERY,1700353140000,1700354040000,SUNDAY_SERVER_CLOSE_20231119_0009_0019
MAINTENANCE_ENTRY_BLOCK,1700436600000,1700438100000,DAILY_SERVER_CLOSE_20231120_0000_0005
MAINTENANCE_FORCE_FLAT,1700438100000,1700438700000,DAILY_SERVER_CLOSE_20231120_0000_0005
MAINTENANCE_RECOVERY,1700438700000,1700439600000,DAILY_SERVER_CLOSE_20231120_0000_0005
MAINTENANCE_ENTRY_BLOCK,1700523000000,1700524500000,DAILY_SERVER_CLOSE_20231121_0000_0005
MAINTENANCE_FORCE_FLAT,1700524500000,1700525100000,DAILY_SERVER_CLOSE_20231121_0000_0005
MAINTENANCE_RECOVERY,1700525100000,1700526000000,DAILY_SERVER_CLOSE_20231121_0000_0005
KINGEA_ENTRY_BLACKOUT,1700587800000,1700590500000,840120001:173317
BROKER_HMR_SCHEDULED,1700588700000,1700589900000,840120001:173317
MAINTENANCE_ENTRY_BLOCK,1700609400000,1700610900000,DAILY_SERVER_CLOSE_20231122_0000_0005
MAINTENANCE_FORCE_FLAT,1700610900000,1700611500000,DAILY_SERVER_CLOSE_20231122_0000_0005
MAINTENANCE_RECOVERY,1700611500000,1700612400000,DAILY_SERVER_CLOSE_20231122_0000_0005
KINGEA_ENTRY_BLACKOUT,1700668800000,1700671500000,840020013:172636
KINGEA_ENTRY_BLACKOUT,1700668800000,1700671500000,840140001:187879
BROKER_HMR_SCHEDULED,1700669700000,1700670900000,840020013:172636
BROKER_HMR_SCHEDULED,1700669700000,1700670900000,840140001:187879
KINGEA_ENTRY_BLACKOUT,1700676000000,1700678700000,840200001:187288
BROKER_HMR_SCHEDULED,1700676900000,1700678100000,840200001:187288
MAINTENANCE_ENTRY_BLOCK,1700695800000,1700697300000,DAILY_SERVER_CLOSE_20231123_0000_0005
MAINTENANCE_FORCE_FLAT,1700697300000,1700697900000,DAILY_SERVER_CLOSE_20231123_0000_0005
MAINTENANCE_RECOVERY,1700697900000,1700698800000,DAILY_SERVER_CLOSE_20231123_0000_0005
MAINTENANCE_ENTRY_BLOCK,1700782200000,1700783700000,DAILY_SERVER_CLOSE_20231124_0000_0005
MAINTENANCE_FORCE_FLAT,1700783700000,1700784300000,DAILY_SERVER_CLOSE_20231124_0000_0005
MAINTENANCE_RECOVERY,1700784300000,1700785200000,DAILY_SERVER_CLOSE_20231124_0000_0005
KINGEA_ENTRY_BLACKOUT,1700846100000,1700848800000,840500001:188514
KINGEA_ENTRY_BLACKOUT,1700846100000,1700848800000,840500002:188515
BROKER_HMR_SCHEDULED,1700847000000,1700848200000,840500001:188514
BROKER_HMR_SCHEDULED,1700847000000,1700848200000,840500002:188515
MAINTENANCE_ENTRY_BLOCK,1700868600000,1700870100000,DAILY_SERVER_CLOSE_20231125_0000_0005
MAINTENANCE_FORCE_FLAT,1700870100000,1700870700000,DAILY_SERVER_CLOSE_20231125_0000_0005
MAINTENANCE_RECOVERY,1700870700000,1700871600000,DAILY_SERVER_CLOSE_20231125_0000_0005
MAINTENANCE_ENTRY_BLOCK,1700955000000,1700956500000,DAILY_SERVER_CLOSE_20231126_0000_0005
MAINTENANCE_ENTRY_BLOCK,1700955540000,1700957040000,SUNDAY_SERVER_CLOSE_20231126_0009_0019
MAINTENANCE_FORCE_FLAT,1700956500000,1700957100000,DAILY_SERVER_CLOSE_20231126_0000_0005
MAINTENANCE_FORCE_FLAT,1700957040000,1700957940000,SUNDAY_SERVER_CLOSE_20231126_0009_0019
MAINTENANCE_RECOVERY,1700957100000,1700958000000,DAILY_SERVER_CLOSE_20231126_0000_0005
MAINTENANCE_RECOVERY,1700957940000,1700958840000,SUNDAY_SERVER_CLOSE_20231126_0009_0019
MAINTENANCE_ENTRY_BLOCK,1701041400000,1701042900000,DAILY_SERVER_CLOSE_20231127_0000_0005
MAINTENANCE_FORCE_FLAT,1701042900000,1701043500000,DAILY_SERVER_CLOSE_20231127_0000_0005
MAINTENANCE_RECOVERY,1701043500000,1701044400000,DAILY_SERVER_CLOSE_20231127_0000_0005
KINGEA_ENTRY_BLACKOUT,1701106200000,1701108900000,840020008:172576
BROKER_HMR_SCHEDULED,1701107100000,1701108300000,840020008:172576
MAINTENANCE_ENTRY_BLOCK,1701127800000,1701129300000,DAILY_SERVER_CLOSE_20231128_0000_0005
MAINTENANCE_FORCE_FLAT,1701129300000,1701129900000,DAILY_SERVER_CLOSE_20231128_0000_0005
MAINTENANCE_RECOVERY,1701129900000,1701130800000,DAILY_SERVER_CLOSE_20231128_0000_0005
KINGEA_ENTRY_BLACKOUT,1701192600000,1701195300000,840180002:178037
BROKER_HMR_SCHEDULED,1701193500000,1701194700000,840180002:178037
MAINTENANCE_ENTRY_BLOCK,1701214200000,1701215700000,DAILY_SERVER_CLOSE_20231129_0000_0005
MAINTENANCE_FORCE_FLAT,1701215700000,1701216300000,DAILY_SERVER_CLOSE_20231129_0000_0005
MAINTENANCE_RECOVERY,1701216300000,1701217200000,DAILY_SERVER_CLOSE_20231129_0000_0005
KINGEA_ENTRY_BLACKOUT,1701273600000,1701276300000,840010007:179469
KINGEA_ENTRY_BLACKOUT,1701273600000,1701276300000,840010018:179552
BROKER_HMR_SCHEDULED,1701274500000,1701275700000,840010007:179469
BROKER_HMR_SCHEDULED,1701274500000,1701275700000,840010018:179552
KINGEA_ENTRY_BLACKOUT,1701280800000,1701283500000,840200001:187530
BROKER_HMR_SCHEDULED,1701281700000,1701282900000,840200001:187530
MAINTENANCE_ENTRY_BLOCK,1701300600000,1701302100000,DAILY_SERVER_CLOSE_20231130_0000_0005
MAINTENANCE_FORCE_FLAT,1701302100000,1701302700000,DAILY_SERVER_CLOSE_20231130_0000_0005
MAINTENANCE_RECOVERY,1701302700000,1701303600000,DAILY_SERVER_CLOSE_20231130_0000_0005
KINGEA_ENTRY_BLACKOUT,1701360000000,1701362700000,840010001:179397
KINGEA_ENTRY_BLACKOUT,1701360000000,1701362700000,840010002:179409
KINGEA_ENTRY_BLACKOUT,1701360000000,1701362700000,840140001:187880
BROKER_HMR_SCHEDULED,1701360900000,1701362100000,840010001:179397
BROKER_HMR_SCHEDULED,1701360900000,1701362100000,840010002:179409
BROKER_HMR_SCHEDULED,1701360900000,1701362100000,840140001:187880
KINGEA_ENTRY_BLACKOUT,1701364500000,1701367200000,840510001:187870
BROKER_HMR_SCHEDULED,1701365400000,1701366600000,840510001:187870
MAINTENANCE_ENTRY_BLOCK,1701387000000,1701388500000,DAILY_SERVER_CLOSE_20231201_0000_0005
MAINTENANCE_FORCE_FLAT,1701388500000,1701389100000,DAILY_SERVER_CLOSE_20231201_0000_0005
MAINTENANCE_RECOVERY,1701389100000,1701390000000,DAILY_SERVER_CLOSE_20231201_0000_0005
KINGEA_ENTRY_BLACKOUT,1701450900000,1701453600000,840500001:188995
BROKER_HMR_SCHEDULED,1701451800000,1701453000000,840500001:188995
KINGEA_ENTRY_BLACKOUT,1701451800000,1701454500000,840040001:163076
KINGEA_ENTRY_BLACKOUT,1701451800000,1701454500000,840040002:163088
BROKER_HMR_SCHEDULED,1701452700000,1701453900000,840040001:163076
BROKER_HMR_SCHEDULED,1701452700000,1701453900000,840040002:163088
KINGEA_ENTRY_BLACKOUT,1701455400000,1701458100000,840050022:190083
BROKER_HMR_SCHEDULED,1701456300000,1701457500000,840050022:190083
MAINTENANCE_ENTRY_BLOCK,1701473400000,1701474900000,DAILY_SERVER_CLOSE_20231202_0000_0005
MAINTENANCE_FORCE_FLAT,1701474900000,1701475500000,DAILY_SERVER_CLOSE_20231202_0000_0005
MAINTENANCE_RECOVERY,1701475500000,1701476400000,DAILY_SERVER_CLOSE_20231202_0000_0005
MAINTENANCE_ENTRY_BLOCK,1701559800000,1701561300000,DAILY_SERVER_CLOSE_20231203_0000_0005
MAINTENANCE_ENTRY_BLOCK,1701560340000,1701561840000,SUNDAY_SERVER_CLOSE_20231203_0009_0019
MAINTENANCE_FORCE_FLAT,1701561300000,1701561900000,DAILY_SERVER_CLOSE_20231203_0000_0005
MAINTENANCE_FORCE_FLAT,1701561840000,1701562740000,SUNDAY_SERVER_CLOSE_20231203_0009_0019
MAINTENANCE_RECOVERY,1701561900000,1701562800000,DAILY_SERVER_CLOSE_20231203_0000_0005
MAINTENANCE_RECOVERY,1701562740000,1701563640000,SUNDAY_SERVER_CLOSE_20231203_0009_0019
MAINTENANCE_ENTRY_BLOCK,1701646200000,1701647700000,DAILY_SERVER_CLOSE_20231204_0000_0005
MAINTENANCE_FORCE_FLAT,1701647700000,1701648300000,DAILY_SERVER_CLOSE_20231204_0000_0005
MAINTENANCE_RECOVERY,1701648300000,1701649200000,DAILY_SERVER_CLOSE_20231204_0000_0005
MAINTENANCE_ENTRY_BLOCK,1701732600000,1701734100000,DAILY_SERVER_CLOSE_20231205_0000_0005
MAINTENANCE_FORCE_FLAT,1701734100000,1701734700000,DAILY_SERVER_CLOSE_20231205_0000_0005
MAINTENANCE_RECOVERY,1701734700000,1701735600000,DAILY_SERVER_CLOSE_20231205_0000_0005
KINGEA_ENTRY_BLACKOUT,1701796500000,1701799200000,840500002:189201
BROKER_HMR_SCHEDULED,1701797400000,1701798600000,840500002:189201
KINGEA_ENTRY_BLACKOUT,1701797400000,1701800100000,840030021:174406
KINGEA_ENTRY_BLACKOUT,1701797400000,1701800100000,840040003:163101
KINGEA_ENTRY_BLACKOUT,1701797400000,1701800100000,840040008:163164
BROKER_HMR_SCHEDULED,1701798300000,1701799500000,840030021:174406
BROKER_HMR_SCHEDULED,1701798300000,1701799500000,840040003:163101
BROKER_HMR_SCHEDULED,1701798300000,1701799500000,840040008:163164
MAINTENANCE_ENTRY_BLOCK,1701819000000,1701820500000,DAILY_SERVER_CLOSE_20231206_0000_0005
MAINTENANCE_FORCE_FLAT,1701820500000,1701821100000,DAILY_SERVER_CLOSE_20231206_0000_0005
MAINTENANCE_RECOVERY,1701821100000,1701822000000,DAILY_SERVER_CLOSE_20231206_0000_0005
KINGEA_ENTRY_BLACKOUT,1701877500000,1701880200000,840190001:179648
BROKER_HMR_SCHEDULED,1701878400000,1701879600000,840190001:179648
KINGEA_ENTRY_BLACKOUT,1701885600000,1701888300000,840200001:188000
BROKER_HMR_SCHEDULED,1701886500000,1701887700000,840200001:188000
MAINTENANCE_ENTRY_BLOCK,1701905400000,1701906900000,DAILY_SERVER_CLOSE_20231207_0000_0005
MAINTENANCE_FORCE_FLAT,1701906900000,1701907500000,DAILY_SERVER_CLOSE_20231207_0000_0005
MAINTENANCE_RECOVERY,1701907500000,1701908400000,DAILY_SERVER_CLOSE_20231207_0000_0005
KINGEA_ENTRY_BLACKOUT,1701964800000,1701967500000,840140001:188897
BROKER_HMR_SCHEDULED,1701965700000,1701966900000,840140001:188897
MAINTENANCE_ENTRY_BLOCK,1701991800000,1701993300000,DAILY_SERVER_CLOSE_20231208_0000_0005
MAINTENANCE_FORCE_FLAT,1701993300000,1701993900000,DAILY_SERVER_CLOSE_20231208_0000_0005
MAINTENANCE_RECOVERY,1701993900000,1701994800000,DAILY_SERVER_CLOSE_20231208_0000_0005
KINGEA_ENTRY_BLACKOUT,1702051200000,1702053900000,840030015:172087
KINGEA_ENTRY_BLACKOUT,1702051200000,1702053900000,840030016:172099
KINGEA_ENTRY_BLACKOUT,1702051200000,1702053900000,840030018:172123
BROKER_HMR_SCHEDULED,1702052100000,1702053300000,840030015:172087
BROKER_HMR_SCHEDULED,1702052100000,1702053300000,840030016:172099
BROKER_HMR_SCHEDULED,1702052100000,1702053300000,840030018:172123
MAINTENANCE_ENTRY_BLOCK,1702078200000,1702079700000,DAILY_SERVER_CLOSE_20231209_0000_0005
MAINTENANCE_FORCE_FLAT,1702079700000,1702080300000,DAILY_SERVER_CLOSE_20231209_0000_0005
MAINTENANCE_RECOVERY,1702080300000,1702081200000,DAILY_SERVER_CLOSE_20231209_0000_0005
MAINTENANCE_ENTRY_BLOCK,1702164600000,1702166100000,DAILY_SERVER_CLOSE_20231210_0000_0005
MAINTENANCE_ENTRY_BLOCK,1702165140000,1702166640000,SUNDAY_SERVER_CLOSE_20231210_0009_0019
MAINTENANCE_FORCE_FLAT,1702166100000,1702166700000,DAILY_SERVER_CLOSE_20231210_0000_0005
MAINTENANCE_FORCE_FLAT,1702166640000,1702167540000,SUNDAY_SERVER_CLOSE_20231210_0009_0019
MAINTENANCE_RECOVERY,1702166700000,1702167600000,DAILY_SERVER_CLOSE_20231210_0000_0005
MAINTENANCE_RECOVERY,1702167540000,1702168440000,SUNDAY_SERVER_CLOSE_20231210_0009_0019
MAINTENANCE_ENTRY_BLOCK,1702251000000,1702252500000,DAILY_SERVER_CLOSE_20231211_0000_0005
MAINTENANCE_FORCE_FLAT,1702252500000,1702253100000,DAILY_SERVER_CLOSE_20231211_0000_0005
MAINTENANCE_RECOVERY,1702253100000,1702254000000,DAILY_SERVER_CLOSE_20231211_0000_0005
KINGEA_ENTRY_BLACKOUT,1702326600000,1702329300000,840220014:185912
BROKER_HMR_SCHEDULED,1702327500000,1702328700000,840220014:185912
MAINTENANCE_ENTRY_BLOCK,1702337400000,1702338900000,DAILY_SERVER_CLOSE_20231212_0000_0005
MAINTENANCE_FORCE_FLAT,1702338900000,1702339500000,DAILY_SERVER_CLOSE_20231212_0000_0005
MAINTENANCE_RECOVERY,1702339500000,1702340400000,DAILY_SERVER_CLOSE_20231212_0000_0005
KINGEA_ENTRY_BLACKOUT,1702396800000,1702399500000,840030005:171967
KINGEA_ENTRY_BLACKOUT,1702396800000,1702399500000,840030006:171979
KINGEA_ENTRY_BLACKOUT,1702396800000,1702399500000,840030007:171991
KINGEA_ENTRY_BLACKOUT,1702396800000,1702399500000,840030034:172271
KINGEA_ENTRY_BLACKOUT,1702396800000,1702399500000,840030035:172283
BROKER_HMR_SCHEDULED,1702397700000,1702398900000,840030005:171967
BROKER_HMR_SCHEDULED,1702397700000,1702398900000,840030006:171979
BROKER_HMR_SCHEDULED,1702397700000,1702398900000,840030007:171991
BROKER_HMR_SCHEDULED,1702397700000,1702398900000,840030034:172271
BROKER_HMR_SCHEDULED,1702397700000,1702398900000,840030035:172283
KINGEA_ENTRY_BLACKOUT,1702413000000,1702415700000,840220015:185915
BROKER_HMR_SCHEDULED,1702413900000,1702415100000,840220015:185915
